level,latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s],u_norm,v_norm,w_norm,mag,mag_norm
1,32.84067,-97.34575,220.21689,-1.62477,2.81646,0.02416,0.5099780553942186,0.167775716459927,0.34035394443631245,3.251600865742904,0.07695201904355328
1,32.84062,-97.31379,206.09189,-3.12477,1.19146,0.0322,0.47239309459032136,0.12736449183817605,0.3411769282028553,3.3443685987791474,0.07935554390923645
1,32.84056,-97.28184,197.06064,-5.18727,0.00396,0.02145,0.4207137734849627,0.09783321230689654,0.3400765456791817,5.1873158605390515,0.1271045771647117
1,32.84049,-97.24988,196.18564,-5.49977,-0.62104,-4e-05,0.41288357331748415,0.08229043360622308,0.3378768042434845,5.534723185137627,0.13610557477308183
1,32.84041,-97.21792,195.74814,-3.81227,-0.93354,-0.0081,0.45516665422186847,0.07451904425588636,0.3370517732536418,3.9249159347048437,0.094396980321813
1,32.84032,-97.18596,195.34189,-3.18727,-1.37104,-0.00811,0.47082705455682566,0.06363909916541496,0.3370507496419919,3.4696550990840573,0.08260159950379997
1,32.84023,-97.15401,195.56064,-3.93727,-1.43354,-0.00811,0.4520345741548771,0.06208482129534761,0.3370507496419919,4.190130995159937,0.1012684535344702
1,32.84012,-97.12205,191.43564,-4.43727,-0.68354,-0.00811,0.43950625388691134,0.08073615573615574,0.3370507496419919,4.4896166603174485,0.10902784593916026
1,32.84001,-97.09009,191.43564,-4.56227,-0.18354,0.00802,0.4363741738199199,0.0931703786966945,0.3387018352333272,4.565967455523527,0.11100602335911292
1,32.83988,-97.05813,175.49814,-4.43727,0.12896,0.01606,0.43950625388691134,0.10094176804703121,0.33952481899987,4.439172632157933,0.1077208885301736
1,32.83975,-97.02618,171.90439,-3.93727,0.56646,-0.00273,0.4520345741548771,0.11182171313750262,0.3376014527096536,3.9778108850723406,0.09576743882409941
1,32.83961,-96.99422,181.21689,-3.62477,1.06646,-4e-05,0.4598647743223556,0.12425593609804136,0.3378768042434845,3.778398402246645,0.09060084861743863
1,32.83946,-96.96226,175.77939,-3.62477,1.56646,0.01608,0.4598647743223556,0.13669015905858012,0.3395268662231699,3.9487989377657606,0.09501576650797186
1,32.83929,-96.93031,162.52939,-4.56227,2.25396,0.03218,0.4363741738199199,0.1537872156293209,0.3411748809795554,5.088779695260937,0.1245515976354773
1,32.83912,-96.89835,143.62314,-6.68727,2.50396,0.02411,0.3831288126810655,0.16000432710959028,0.3403488263780628,7.14072664555926,0.17771561659644428
1,32.86754,-97.63342,298.15439,5.25023,3.31646,0.01076,0.6822424590787475,0.18020993942046576,0.3389823048254077,6.209986937353412,0.15360102460487904
1,32.86758,-97.60145,294.27939,2.50023,1.12896,0.00806,0.6133366976049359,0.1258102139681087,0.3387059296799269,2.7433129056124823,0.06378275521532602
1,32.8676,-97.56948,271.09189,0.31273,0.50396,0.00535,0.5585252964325859,0.11026743526743528,0.3384285309227962,0.5931309779466926,0.008073560221111746
1,32.86762,-97.53751,240.09189,-0.87477,1.06646,0.00533,0.5287705357961672,0.12425593609804136,0.3384264836994963,1.3793432833779995,0.02844358289992355
1,32.86763,-97.50554,213.02939,0.12523,2.12896,-0.00809,0.5538271763320987,0.15067865988918622,0.33705279686529166,2.132655312656033,0.04796119031284391
1,32.86762,-97.47357,212.09189,3.18773,1.31646,0.02409,0.6305631379733888,0.13047304757831074,0.34034677915476297,3.4489519875753563,0.082065201322239
1,32.86761,-97.4416,250.93564,4.93773,1.19146,0.043,0.6744122589112689,0.12736449183817605,0.3422824287847785,5.079626313470313,0.12431444210716165
1,32.86759,-97.40964,253.96689,2.50023,2.31646,0.02419,0.6133366976049359,0.15534149349938825,0.3403570152712622,3.4084779800667633,0.08101655778771667
1,32.86756,-97.37767,244.21689,-1.18727,1.87896,0.02421,0.5209403356286886,0.14446154840891684,0.3403590624945621,2.222765587865711,0.05029586294126094
1,32.86752,-97.3457,221.37314,-3.12477,0.62896,0.02955,0.47239309459032136,0.11337599100756997,0.34090567111562414,3.1875776754457292,0.07529323829271285
1,32.86747,-97.31373,207.40439,-4.56227,-0.80854,0.01878,0.4363741738199199,0.07762759999602105,0.3398032413686507,4.633400174051449,0.1127531417852919
1,32.86741,-97.28176,204.81064,-5.93727,-1.49604,-0.00542,0.4019212930830141,0.06053054342528027,0.33732610117582273,6.122853918794731,0.15134348990101817
1,32.86734,-97.24979,209.59189,-5.74977,-1.30854,-0.02425,0.40661941318350125,0.0651933770354823,0.3353986404390066,5.896839835623823,0.1454876772049849
1,32.86726,-97.21782,214.49814,-4.06227,-0.55854,-0.01081,0.44890249408788563,0.08384471147629043,0.33677437449651104,4.100502571709961,0.09894626523274859
1,32.86718,-97.18585,207.62314,-3.18727,0.00396,-4e-05,0.47082705455682566,0.09783321230689654,0.3378768042434845,3.187272460286381,0.07528533045449295
1,32.86708,-97.15389,201.46689,-3.49977,0.69146,0.00533,0.46299685438934707,0.1149302688776373,0.3384264836994963,3.567426999028852,0.08513477763579755
1,32.86697,-97.12192,193.31064,-4.12477,1.00396,0.01339,0.44733645405438993,0.12270165822797402,0.33925151468933895,4.245214073118103,0.10269560436825304
1,32.86686,-97.08995,184.90439,-4.87477,0.50396,0.0107,0.4285439736524413,0.11026743526743528,0.3389761631555081,4.900762463586661,0.11968024768743575
1,32.86673,-97.05798,180.15439,-4.99977,0.00396,-0.00273,0.42541189358544984,0.09783321230689654,0.3376014527096536,4.999772313555888,0.12224549994228633
1,32.8666,-97.02601,184.12314,-4.37477,0.06646,-0.00273,0.44107229392040703,0.09938749017696388,0.3376014527096536,4.375275641305357,0.10606537748845722
1,32.86646,-96.99404,177.34189,-3.56227,0.37896,0.01338,0.46143081435585137,0.10715887952730059,0.33925049107768906,3.5823954637783917,0.08552259650394392
1,32.86631,-96.96208,161.09189,-3.18727,0.62896,0.01874,0.47082705455682566,0.11337599100756997,0.339799146922051,3.2487893009704396,0.07687917404000602
1,32.86614,-96.93011,145.68564,-4.24977,0.75396,0.01873,0.4442043739873985,0.11648454674770464,0.33979812331040105,4.316173252708932,0.10453409008966653
1,32.86597,-96.89814,146.68564,-7.12477,0.81646,-0.0081,0.37216653244659553,0.11803882461777199,0.3370517732536418,7.1714029376754445,0.1785104105239773
1,32.8944,-97.63347,280.90439,3.00023,0.94146,-0.00814,0.6258650178729016,0.12114738035790668,0.33704767880704206,3.1444861653535705,0.07417677772375751
1,32.89443,-97.60149,274.71689,1.75023,0.19146,-0.00544,0.5945442172029873,0.10249604591709856,0.33732405395252285,1.7606792945053904,0.038323640921466784
1,32.89446,-97.56951,249.27939,0.93773,0.50396,-0.00811,0.5741856967675429,0.11026743526743528,0.3370507496419919,1.064602745910417,0.02028895107609459
1,32.89447,-97.53752,230.52939,-0.12477,1.12896,-4e-05,0.5475630161981158,0.1258102139681087,0.3378768042434845,1.1358337185081273,0.022134478699136807
1,32.89448,-97.50554,212.96689,-0.43727,1.44146,0.00264,0.5397328160306372,0.13358160331844543,0.3381511321656654,1.5063263106312654,0.0317335939148926
1,32.89447,-97.47356,223.18564,1.93773,0.37896,0.00264,0.5992423373034744,0.10715887952730059,0.3381511321656654,1.9744404787432817,0.04386199251008353
1,32.89446,-97.44158,240.77939,4.50023,1.12896,0.02952,0.6634499786767989,0.1258102139681087,0.3409026002806744,4.6397728570372925,0.11291825201830374
1,32.89444,-97.4096,260.87314,1.93773,2.56646,0.02421,0.5992423373034744,0.16155860497965763,0.3403590624945621,3.215913650675341,0.0760273968069793
1,32.89441,-97.37762,242.52939,-2.74977,1.50396,0.0296,0.4817893347912957,0.13513588118851277,0.34091078917387374,3.1343271837030673,0.07391356804720474
1,32.89437,-97.34564,225.62314,-5.12477,0.12896,0.0215,0.42227981351845845,0.10094176804703121,0.34008166373743137,5.12643740666947,0.12552727358219648
1,32.89432,-97.31366,220.56064,-6.24977,-0.49604,0.00265,0.39409109291553557,0.08539898934635778,0.33815215577731533,6.269424834623986,0.15514100471841633
1,32.89426,-97.28168,219.74814,-6.49977,-0.24604,-0.01889,0.3878269327815527,0.09161610082662716,0.3359472962833685,6.504452518590631,0.16123035134842456
1,32.89419,-97.2497,226.81064,-5.31227,0.69146,-0.0162,0.4175816934179713,0.1149302688776373,0.33622264781719935,5.357106674735906,0.13150369774823717
1,32.89411,-97.21772,220.21689,-3.74977,1.50396,-4e-05,0.4567326942553642,0.13513588118851277,0.3378768042434845,4.040132514670774,0.0973821337347879
1,32.89403,-97.18574,213.96689,-3.18727,1.87896,0.00264,0.47082705455682566,0.14446154840891684,0.3381511321656654,3.6998902286554394,0.0885667755490355
1,32.89393,-97.15376,208.62314,-3.68727,2.12896,0.01072,0.4582987342888599,0.15067865988918622,0.338978210378808,4.257762986933397,0.10302073494334846
1,32.89383,-97.12179,198.62314,-4.87477,1.69146,0.02416,0.4285439736524413,0.1397987147987148,0.34035394443631245,5.159942169259264,0.12639535052412113
1,32.89371,-97.08981,188.46689,-5.49977,1.06646,0.00801,0.41288357331748415,0.12425593609804136,0.33870081162167726,5.602220197796584,0.1378543589998318
1,32.89359,-97.05783,191.65439,-4.99977,0.50396,0.00264,0.42541189358544984,0.11026743526743528,0.3381511321656654,5.025105243086954,0.12290185236198733
1,32.89345,-97.02585,177.93564,-4.24977,0.12896,0.01875,0.4442043739873985,0.10094176804703121,0.3398001705337009,4.251767549737403,0.1028653987945651
1,32.89331,-96.99387,164.99814,-3.74977,-0.05854,0.01069,0.4567326942553642,0.0962789344368292,0.33897513954385816,3.750242160261121,0.08987134682277949
1,32.89316,-96.96189,158.34189,-3.56227,-0.24604,0.01606,0.46143081435585137,0.09161610082662716,0.33952481899987,3.5707927912579858,0.08522198215239693
1,32.893,-96.92991,146.18564,-4.81227,-0.55854,0.01337,0.43011001368593704,0.08384471147629043,0.3392494674660392,4.8445937127276215,0.11822496808810223
1,32.92125,-97.63351,283.09189,2.06273,-0.24604,-0.01354,0.6023744173704659,0.09161610082662716,0.3364949285160805,2.0773959820169097,0.04652947293757669
1,32.92128,-97.60152,259.18564,2.12523,0.19146,-0.01889,0.6039404574039616,0.10249604591709856,0.3359472962833685,2.133920410090311,0.04799396779959797
1,32.92131,-97.56953,239.52939,1.81273,0.75396,-0.0081,0.596110257236483,0.11648454674770464,0.3370517732536418,1.9632909474909723,0.04357311862335002
1,32.92133,-97.53754,225.77939,0.00023,1.00396,0.00801,0.5506950962651073,0.12270165822797402,0.33870081162167726,1.0039919793504328,0.018718583020446142
1,32.92133,-97.50555,214.87314,-1.18727,0.62896,-0.00541,0.5209403356286886,0.11337599100756997,0.3373271247874727,1.3435884796320636,0.027517209504150222
1,32.92133,-97.47356,248.27939,1.81273,0.44146,-0.00543,0.596110257236483,0.10871315739736793,0.3373250775641728,1.8657187540998779,0.041045114700659364
1,32.92132,-97.44156,259.77939,5.00023,2.37896,0.0188,0.6759782989447646,0.1568957713694556,0.3398052885919506,5.53733728198852,0.1361733035681788
1,32.92129,-97.40957,260.65439,1.43773,3.75396,0.02422,0.5867140170355087,0.19108988451093714,0.34036008610621205,4.019934059521375,0.0968588107256873
1,32.92126,-97.37758,244.52939,-4.37477,1.75396,0.02691,0.44107229392040703,0.14135299266878215,0.3406354376400429,4.713354684574459,0.11482468808566883
1,32.92122,-97.34559,244.12314,-6.37477,0.25396,0.00265,0.3909590128485441,0.1040503237871659,0.33815215577731533,6.3798272121586495,0.1580014266663304
1,32.92117,-97.3136,242.46689,-6.43727,0.37896,0.00804,0.3893929728150484,0.10715887952730059,0.338703882456627,6.448419990672134,0.15977860115758422
1,32.92111,-97.28161,237.46689,-5.99977,1.25396,0.01613,0.4003552530495184,0.1289187697082434,0.3395319842814195,6.129430308878631,0.15151387799368518
1,32.92105,-97.24962,227.81064,-4.87477,2.00396,0.01611,0.4285439736524413,0.14757010414905153,0.3395299370581196,5.270625936888331,0.1292630630251911
1,32.92097,-97.21763,219.87314,-3.93727,1.94146,0.0161,0.4520345741548771,0.14601582627898418,0.33952891344646974,4.389945466005243,0.1064454588733027
1,32.92088,-97.18564,212.62314,-3.93727,1.50396,0.02149,0.4520345741548771,0.13513588118851277,0.34008064012578143,4.214789740259886,0.10190733846853575
1,32.92078,-97.15364,201.21689,-4.81227,1.25396,0.02149,0.43011001368593704,0.1289187697082434,0.34008064012578143,4.973009154888014,0.12155209162845668
1,32.92068,-97.12165,200.15439,-5.68727,1.25396,-0.00274,0.40818545321699695,0.1289187697082434,0.33760042909800364,5.8238701257926415,0.14359710053267996
1,32.92056,-97.08966,205.71689,-5.99977,1.37896,0.00803,0.4003552530495184,0.13202732544837809,0.33870285884497714,6.156202986858052,0.15220753294393952
1,32.92044,-97.05767,193.90439,-5.62477,1.19146,0.02416,0.4097514932504927,0.12736449183817605,0.34035394443631245,5.749625917405409,0.14167350279938237
1,32.92031,-97.02568,179.49814,-4.99977,0.62896,0.01339,0.42541189358544984,0.11337599100756997,0.33925151468933895,5.0391933904743125,0.12326686303378738
1,32.92016,-96.99369,172.02939,-4.56227,0.00396,0.0107,0.4363741738199199,0.09783321230689654,0.3389761631555081,4.562284266077685,0.1109105953786249
1,32.92001,-96.9617,160.43564,-4.43727,-0.12104,0.02143,0.43950625388691134,0.09472465656676185,0.34007449845588184,4.438972288649705,0.10771569781797284
1,32.91985,-96.92971,146.12314,-5.31227,-0.18354,0.00264,0.4175816934179713,0.0931703786966945,0.3381511321656654,5.315440381953314,0.1304241632216721
1,32.9481,-97.63356,258.74814,2.31273,0.06646,-0.01889,0.6086385775044487,0.09938749017696388,0.3359472962833685,2.3137618322982165,0.05265349020042725
1,32.94814,-97.60156,238.43564,2.81273,0.69146,-0.0081,0.6211668977724145,0.1149302688776373,0.3370517732536418,2.8964862496652737,0.06775133274914256
1,32.94816,-97.56955,244.02939,2.25023,1.19146,0.0107,0.607072537470953,0.12736449183817605,0.3389761631555081,2.5462180728484354,0.05867621314577933
1,32.94818,-97.53755,235.77939,-0.18727,1.06646,0.01339,0.5459969761646201,0.12425593609804136,0.33925151468933895,1.0828602294848584,0.020761985334017304
1,32.94819,-97.50555,216.74814,-1.43727,0.62896,-0.00541,0.5146761754947058,0.11337599100756997,0.3373271247874727,1.5688738007245835,0.03335414065894882
1,32.94818,-97.47355,240.93564,2.75023,1.25396,0.00533,0.6196008577389188,0.1289187697082434,0.3384264836994963,3.022616274587299,0.07101924327457154
1,32.94817,-97.44154,271.02939,5.75023,3.62896,0.02423,0.6947707793467132,0.18798132877080245,0.34036110971786193,6.799638433578656,0.16887834126315032
1,32.94815,-97.40954,266.27939,0.12523,3.50396,0.04318,0.5538271763320987,0.1848727730306678,0.3423008537944772,3.5064629966534655,0.08355525757181623
1,32.94812,-97.37754,249.84189,-6.31227,0.69146,0.03506,0.39252505288203987,0.1149302688776373,0.34146968113473497,6.350125879705063,0.15723189302829021
